year,countyfips,county,state,UV,hover
2013,23015,Lincoln,ME,2019.22,Lincoln <br>
2013,23017,Oxford,ME,1934.86,Oxford <br>
2013,23019,Penobscot,ME,1828.06,Penobscot <br>
2013,23021,Piscataquis,ME,1850.12,Piscataquis <br>
2013,23023,Sagadahoc,ME,2014.26,Sagadahoc <br>
2013,23025,Somerset,ME,1873.97,Somerset <br>
2013,23027,Waldo,ME,1898.62,Waldo <br>
2013,23029,Washington,ME,1846.7,Washington <br>
2013,23031,York,ME,2058.37,York <br>
2013,36001,Albany,NY,2020.55,Albany <br>
2013,36003,Allegany,NY,2081.95,Allegany <br>
2013,36005,Bronx,NY,2141.44,Bronx <br>
2013,36007,Broome,NY,2073.02,Broome <br>
2013,36009,Cattaraugus,NY,2058.75,Cattaraugus <br>
2013,36011,Cayuga,NY,2010.84,Cayuga <br>
2013,36013,Chautauqua,NY,2021.66,Chautauqua <br>
2013,36015,Chemung,NY,2109.39,Chemung <br>
2013,36017,Chenango,NY,2025.55,Chenango <br>
2013,36019,Clinton,NY,1846.95,Clinton <br>
2013,36021,Columbia,NY,2032.74,Columbia <br>
2013,36023,Cortland,NY,2001.63,Cortland <br>
2013,36025,Delaware,NY,2056.86,Delaware <br>
2013,36027,Dutchess,NY,2101.96,Dutchess <br>
2013,36029,Erie,NY,2086.06,Erie <br>
2013,36031,Essex,NY,1849.26,Essex <br>
2013,36033,Franklin,NY,1808.75,Franklin <br>
2013,36035,Fulton,NY,1986.93,Fulton <br>
2013,36037,Genesee,NY,2080.26,Genesee <br>
2013,36039,Greene,NY,2018.65,Greene <br>
2013,36041,Hamilton,NY,1930.06,Hamilton <br>
2013,36043,Herkimer,NY,1972.26,Herkimer <br>
2013,36045,Jefferson,NY,1966.47,Jefferson <br>
2013,36047,Kings,NY,2170.36,Kings <br>
2013,36049,Lewis,NY,1906.43,Lewis <br>
2013,36051,Livingston,NY,1984,Livingston <br>
2013,36053,Madison,NY,1977.24,Madison <br>
2013,36055,Monroe,NY,2064.37,Monroe <br>
2013,36057,Montgomery,NY,1994.19,Montgomery <br>
2013,36059,Nassau,NY,2196.91,Nassau <br>
2013,36061,New York,NY,2144.73,New York <br>
2013,36063,Niagara,NY,2108.34,Niagara <br>
2013,36065,Oneida,NY,1978.11,Oneida <br>
2013,36067,Onondaga,NY,1964.75,Onondaga <br>
2013,36069,Ontario,NY,2024.27,Ontario <br>
2013,36071,Orange,NY,2151.75,Orange <br>
2013,36073,Orleans,NY,2091.63,Orleans <br>
2013,36075,Oswego,NY,1988.95,Oswego <br>
2013,36077,Otsego,NY,2021.62,Otsego <br>
2013,36079,Putnam,NY,2128.21,Putnam <br>
2013,36081,Queens,NY,2164.81,Queens <br>
2013,36083,Rensselaer,NY,2019.13,Rensselaer <br>
2013,36085,Richmond,NY,2142.74,Richmond <br>
2013,36087,Rockland,NY,2157.71,Rockland <br>
2013,36089,St Lawrence,NY,1868.62,St Lawrence <br>
2013,36091,Saratoga,NY,2009.18,Saratoga <br>
2013,36093,Schenectady,NY,2000.87,Schenectady <br>
2013,36095,Schoharie,NY,2011.69,Schoharie <br>
2013,36097,Schuyler,NY,2064.39,Schuyler <br>
2013,36099,Seneca,NY,2048.79,Seneca <br>
2013,36101,Steuben,NY,2082.72,Steuben <br>
2013,36103,Suffolk,NY,2224.37,Suffolk <br>
2013,36105,Sullivan,NY,2089.91,Sullivan <br>
2013,36107,Tioga,NY,2109.34,Tioga <br>
2013,36109,Tompkins,NY,2054.63,Tompkins <br>
2013,36111,Ulster,NY,2063.67,Ulster <br>
2013,36113,Warren,NY,1989.57,Warren <br>
2013,36115,Washington,NY,1992.17,Washington <br>
2013,36117,Wayne,NY,2058.51,Wayne <br>
2013,36119,Westchester,NY,2140.03,Westchester <br>
2013,36121,Wyoming,NY,2053.01,Wyoming <br>
2013,36123,Yates,NY,2054.15,Yates <br>
2013,39001,Adams,OH,2426.34,Adams <br>
2013,39003,Allen,OH,2271.68,Allen <br>
2013,39005,Ashland,OH,2200.12,Ashland <br>
2013,39007,Ashtabula,OH,2073.67,Ashtabula <br>
2013,39009,Athens,OH,2351.65,Athens <br>
2013,39011,Auglaize,OH,2278.21,Auglaize <br>
2013,39013,Belmont,OH,2235.3,Belmont <br>
2013,39015,Brown,OH,2400.82,Brown <br>
2013,39017,Butler,OH,2361.4,Butler <br>
2013,39019,Carroll,OH,2198.39,Carroll <br>
2013,39021,Champaign,OH,2309.92,Champaign <br>
2013,39023,Clark,OH,2327.17,Clark <br>
2013,39025,Clermont,OH,2387.53,Clermont <br>
2013,39027,Clinton,OH,2356.63,Clinton <br>
2013,39029,Columbiana,OH,2192.44,Columbiana <br>
2013,39031,Coshocton,OH,2217.25,Coshocton <br>
2013,39033,Crawford,OH,2232.19,Crawford <br>
2013,39035,Cuyahoga,OH,2132.65,Cuyahoga <br>
2013,39037,Darke,OH,2301.48,Darke <br>
2013,39039,Defiance,OH,2209.65,Defiance <br>
2013,39041,Delaware,OH,2281.99,Delaware <br>
2013,39043,Erie,OH,2207.72,Erie <br>
2013,39045,Fairfield,OH,2293.71,Fairfield <br>
2013,39047,Fayette,OH,2348.72,Fayette <br>
2013,39049,Franklin,OH,2270.99,Franklin <br>
2013,39051,Fulton,OH,2200.23,Fulton <br>
2013,39053,Gallia,OH,2423.53,Gallia <br>
2013,39055,Geauga,OH,2110.78,Geauga <br>
2013,39057,Greene,OH,2337.09,Greene <br>
2013,39059,Guernsey,OH,2237.03,Guernsey <br>
2013,39061,Hamilton,OH,2406.77,Hamilton <br>
2013,39063,Hancock,OH,2220.53,Hancock <br>
2013,39065,Hardin,OH,2280.33,Hardin <br>
2013,39067,Harrison,OH,2214.46,Harrison <br>
2013,39069,Henry,OH,2220.04,Henry <br>
2013,39071,Highland,OH,2370.29,Highland <br>
2013,39073,Hocking,OH,2345.51,Hocking <br>
2013,39075,Holmes,OH,2180.76,Holmes <br>
2013,39077,Huron,OH,2180.6,Huron <br>
2013,39079,Jackson,OH,2397.12,Jackson <br>
2013,39081,Jefferson,OH,2205.23,Jefferson <br>
2013,39083,Knox,OH,2221.86,Knox <br>
2013,39085,Lake,OH,2143.12,Lake <br>
2013,39087,Lawrence,OH,2430.42,Lawrence <br>
2013,39089,Licking,OH,2253.29,Licking <br>
2013,39091,Logan,OH,2263.57,Logan <br>
2013,39093,Lorain,OH,2112.48,Lorain <br>
2013,39095,Lucas,OH,2199.74,Lucas <br>
2013,39097,Madison,OH,2293.65,Madison <br>
2013,39099,Mahoning,OH,2161.03,Mahoning <br>
2013,39101,Marion,OH,2259.99,Marion <br>
2013,39103,Medina,OH,2152.39,Medina <br>
2013,39105,Meigs,OH,2378.13,Meigs <br>
2013,39107,Mercer,OH,2295.88,Mercer <br>
2013,39109,Miami,OH,2315.54,Miami <br>
2013,39111,Monroe,OH,2275.92,Monroe <br>
2013,39113,Montgomery,OH,2336.43,Montgomery <br>
2013,39115,Morgan,OH,2305.24,Morgan <br>
2013,39117,Morrow,OH,2237.89,Morrow <br>
2013,39119,Muskingum,OH,2262.44,Muskingum <br>
2013,39121,Noble,OH,2239.18,Noble <br>
2013,39123,Ottawa,OH,2221.93,Ottawa <br>
2013,39125,Paulding,OH,2222.67,Paulding <br>
2013,39127,Perry,OH,2307.48,Perry <br>
2013,39129,Pickaway,OH,2339.54,Pickaway <br>
2013,39131,Pike,OH,2365.73,Pike <br>
2013,39133,Portage,OH,2145.73,Portage <br>
2013,39135,Preble,OH,2301.03,Preble <br>
2013,39137,Putnam,OH,2277.01,Putnam <br>
2013,39139,Richland,OH,2193.53,Richland <br>
2013,39141,Ross,OH,2340.17,Ross <br>
2013,39143,Sandusky,OH,2199.76,Sandusky <br>
2013,39145,Scioto,OH,2378.94,Scioto <br>
2013,39147,Seneca,OH,2217.66,Seneca <br>
2013,39149,Shelby,OH,2270.64,Shelby <br>
2013,39151,Stark,OH,2178.69,Stark <br>
2013,39153,Summit,OH,2157.13,Summit <br>
2013,39155,Trumbull,OH,2155.82,Trumbull <br>
2013,39157,Tuscarawas,OH,2220.44,Tuscarawas <br>
2013,39159,Union,OH,2234.79,Union <br>
2013,39161,Van Wert,OH,2287.91,Van Wert <br>
2013,39163,Vinton,OH,2368.21,Vinton <br>
2013,39165,Warren,OH,2357.38,Warren <br>
2013,39167,Washington,OH,2320.33,Washington <br>
2013,39169,Wayne,OH,2177.51,Wayne <br>
2013,39171,Williams,OH,2194.11,Williams <br>
2013,39173,Wood,OH,2174.41,Wood <br>
2013,39175,Wyandot,OH,2238.39,Wyandot <br>
2013,42001,Adams,PA,NA,Adams <br>
2013,42003,Allegheny,PA,NA,Allegheny <br>
2013,42005,Armstrong,PA,NA,Armstrong <br>
2013,42007,Beaver,PA,NA,Beaver <br>
2013,42009,Bedford,PA,NA,Bedford <br>
2013,42011,Berks,PA,NA,Berks <br>
2013,42013,Blair,PA,NA,Blair <br>
2013,42015,Bradford,PA,NA,Bradford <br>
2013,42017,Bucks,PA,NA,Bucks <br>
2013,42019,Butler,PA,NA,Butler <br>
2013,42021,Cambria,PA,NA,Cambria <br>
2013,42023,Cameron,PA,NA,Cameron <br>
2013,42025,Carbon,PA,NA,Carbon <br>
2013,42027,Centre,PA,NA,Centre <br>
2013,42029,Chester,PA,NA,Chester <br>
2013,42031,Clarion,PA,NA,Clarion <br>
2013,42033,Clearfield,PA,NA,Clearfield <br>
2013,42035,Clinton,PA,NA,Clinton <br>
2013,42037,Columbia,PA,NA,Columbia <br>
2013,42039,Crawford,PA,NA,Crawford <br>
2013,42041,Cumberland,PA,NA,Cumberland <br>
2013,42043,Dauphin,PA,NA,Dauphin <br>
2013,42045,Delaware,PA,NA,Delaware <br>
2013,42047,Elk,PA,NA,Elk <br>
2013,42049,Erie,PA,NA,Erie <br>
2013,42051,Fayette,PA,NA,Fayette <br>
2013,42053,Forest,PA,NA,Forest <br>
2013,42055,Franklin,PA,NA,Franklin <br>
2013,42057,Fulton,PA,NA,Fulton <br>
2013,42059,Greene,PA,NA,Greene <br>
2013,42061,Huntingdon,PA,NA,Huntingdon <br>
2013,42063,Indiana,PA,NA,Indiana <br>
2013,42065,Jefferson,PA,NA,Jefferson <br>
2013,42067,Juniata,PA,NA,Juniata <br>
2013,42069,Lackawanna,PA,NA,Lackawanna <br>
2013,42071,Lancaster,PA,NA,Lancaster <br>
2013,42073,Lawrence,PA,NA,Lawrence <br>
2013,42075,Lebanon,PA,NA,Lebanon <br>
2013,42077,Lehigh,PA,NA,Lehigh <br>
2013,42079,Luzerne,PA,NA,Luzerne <br>
2013,42081,Lycoming,PA,NA,Lycoming <br>
2013,42083,McKean,PA,NA,McKean <br>
2013,42085,Mercer,PA,NA,Mercer <br>
2013,42087,Mifflin,PA,NA,Mifflin <br>
2013,42089,Monroe,PA,NA,Monroe <br>
2013,42091,Montgomery,PA,NA,Montgomery <br>
2013,42093,Montour,PA,NA,Montour <br>
2013,42095,Northampton,PA,NA,Northampton <br>
2013,42097,Northumberland,PA,NA,Northumberland <br>
2013,42099,Perry,PA,NA,Perry <br>
2013,42101,Philadelphia,PA,NA,Philadelphia <br>
2013,42103,Pike,PA,NA,Pike <br>
2013,42105,Potter,PA,NA,Potter <br>
2013,42107,Schuylkill,PA,NA,Schuylkill <br>
2013,42109,Snyder,PA,NA,Snyder <br>
2013,42111,Somerset,PA,NA,Somerset <br>
2013,42113,Sullivan,PA,NA,Sullivan <br>
2013,42115,Susquehanna,PA,NA,Susquehanna <br>
2013,42117,Tioga,PA,NA,Tioga <br>
2013,42119,Union,PA,NA,Union <br>
2013,42121,Venango,PA,NA,Venango <br>
2013,42123,Warren,PA,NA,Warren <br>
2013,42125,Washington,PA,NA,Washington <br>
2013,42127,Wayne,PA,NA,Wayne <br>
2013,42129,Westmoreland,PA,NA,Westmoreland <br>
2013,42131,Wyoming,PA,NA,Wyoming <br>
2013,42133,York,PA,NA,York <br>
2014,23001,Androscoggin,ME,2005.88,Androscoggin <br>
2014,23003,Aroostook,ME,1724.37,Aroostook <br>
2014,23005,Cumberland,ME,2035.4,Cumberland <br>
2014,23007,Franklin,ME,1931.96,Franklin <br>
2014,23009,Hancock,ME,2016.69,Hancock <br>
2014,23011,Kennebec,ME,1977.24,Kennebec <br>
2014,23013,Knox,ME,2036.32,Knox <br>
2014,23015,Lincoln,ME,2071.67,Lincoln <br>
2014,23017,Oxford,ME,1903.24,Oxford <br>
2014,23019,Penobscot,ME,1867.36,Penobscot <br>
2014,23021,Piscataquis,ME,1883.43,Piscataquis <br>
2014,23023,Sagadahoc,ME,2051.07,Sagadahoc <br>
2014,23025,Somerset,ME,1894.22,Somerset <br>
2014,23027,Waldo,ME,1955.56,Waldo <br>
2014,23029,Washington,ME,1957.32,Washington <br>
2014,23031,York,ME,2090.01,York <br>
2014,36001,Albany,NY,1983.88,Albany <br>
2014,36003,Allegany,NY,2027.16,Allegany <br>
2014,36005,Bronx,NY,2146.38,Bronx <br>
2014,36007,Broome,NY,1997.16,Broome <br>
2014,36009,Cattaraugus,NY,2027.64,Cattaraugus <br>
2014,36011,Cayuga,NY,1948.97,Cayuga <br>
2014,36013,Chautauqua,NY,2025.72,Chautauqua <br>
2014,36015,Chemung,NY,2042.49,Chemung <br>
2014,36017,Chenango,NY,1994.63,Chenango <br>
2014,36019,Clinton,NY,1840.12,Clinton <br>
2014,36021,Columbia,NY,2004.67,Columbia <br>
2014,36023,Cortland,NY,1947.18,Cortland <br>
2014,36025,Delaware,NY,2019.98,Delaware <br>
2014,36027,Dutchess,NY,2040.4,Dutchess <br>
2014,36029,Erie,NY,2048.72,Erie <br>
2014,36031,Essex,NY,1818.72,Essex <br>
2014,36033,Franklin,NY,1793.75,Franklin <br>
2014,36035,Fulton,NY,1959.77,Fulton <br>
2014,36037,Genesee,NY,2028.18,Genesee <br>
2014,36039,Greene,NY,1991.59,Greene <br>
2014,36041,Hamilton,NY,1909.3,Hamilton <br>
2014,36043,Herkimer,NY,1968.2,Herkimer <br>
2014,36045,Jefferson,NY,1916.11,Jefferson <br>
2014,36047,Kings,NY,2161.48,Kings <br>
2014,36049,Lewis,NY,1888.39,Lewis <br>
2014,36051,Livingston,NY,1984.84,Livingston <br>
2014,36053,Madison,NY,1950.63,Madison <br>
2014,36055,Monroe,NY,2007.77,Monroe <br>
2014,36057,Montgomery,NY,1965.07,Montgomery <br>
2014,36059,Nassau,NY,2216.71,Nassau <br>
2014,36061,New York,NY,2144.66,New York <br>
2014,36063,Niagara,NY,2073.26,Niagara <br>
2014,36065,Oneida,NY,1966.95,Oneida <br>
2014,36067,Onondaga,NY,1934.81,Onondaga <br>
2014,36069,Ontario,NY,1983.43,Ontario <br>
2014,36071,Orange,NY,2067.09,Orange <br>
2014,36073,Orleans,NY,2024.18,Orleans <br>
2014,36075,Oswego,NY,1950.31,Oswego <br>
2014,36077,Otsego,NY,2019.75,Otsego <br>
2014,36079,Putnam,NY,2102.1,Putnam <br>
2014,36081,Queens,NY,2169.59,Queens <br>
2014,36083,Rensselaer,NY,1980.27,Rensselaer <br>
2014,36085,Richmond,NY,2137.16,Richmond <br>
2014,36087,Rockland,NY,2086.61,Rockland <br>
2014,36089,St Lawrence,NY,1826.34,St Lawrence <br>
2014,36091,Saratoga,NY,1964.87,Saratoga <br>
2014,36093,Schenectady,NY,1954.68,Schenectady <br>
2014,36095,Schoharie,NY,2000.34,Schoharie <br>
2014,36097,Schuyler,NY,2016.14,Schuyler <br>
2014,36099,Seneca,NY,2002.32,Seneca <br>
2014,36101,Steuben,NY,2046.45,Steuben <br>
2014,36103,Suffolk,NY,2242.16,Suffolk <br>
2014,36105,Sullivan,NY,2049,Sullivan <br>
2014,36107,Tioga,NY,2020.7,Tioga <br>
2014,36109,Tompkins,NY,1997.84,Tompkins <br>
2014,36111,Ulster,NY,2007.7,Ulster <br>
2014,36113,Warren,NY,1956.63,Warren <br>
2014,36115,Washington,NY,1949.4,Washington <br>
2014,36117,Wayne,NY,2025.48,Wayne <br>
2014,36119,Westchester,NY,2151.24,Westchester <br>
2014,36121,Wyoming,NY,2004.5,Wyoming <br>
2014,36123,Yates,NY,1996.92,Yates <br>
2014,39001,Adams,OH,2484.88,Adams <br>
2014,39003,Allen,OH,2290.45,Allen <br>
2014,39005,Ashland,OH,2248.23,Ashland <br>
2014,39007,Ashtabula,OH,2107.4,Ashtabula <br>
2014,39009,Athens,OH,2461.12,Athens <br>
2014,39011,Auglaize,OH,2303.3,Auglaize <br>
2014,39013,Belmont,OH,2335,Belmont <br>
2014,39015,Brown,OH,2486.99,Brown <br>
2014,39017,Butler,OH,2412.3,Butler <br>
2014,39019,Carroll,OH,2256.11,Carroll <br>
2014,39021,Champaign,OH,2345.69,Champaign <br>
2014,39023,Clark,OH,2379.13,Clark <br>
2014,39025,Clermont,OH,2429.45,Clermont <br>
2014,39027,Clinton,OH,2428.87,Clinton <br>
2014,39029,Columbiana,OH,2209.33,Columbiana <br>
2014,39031,Coshocton,OH,2264.49,Coshocton <br>
2014,39033,Crawford,OH,2261.61,Crawford <br>
2014,39035,Cuyahoga,OH,2186.65,Cuyahoga <br>
2014,39037,Darke,OH,2335.19,Darke <br>
2014,39039,Defiance,OH,2203.47,Defiance <br>
2014,39041,Delaware,OH,2294.35,Delaware <br>
2014,39043,Erie,OH,2208.47,Erie <br>
2014,39045,Fairfield,OH,2367.7,Fairfield <br>
2014,39047,Fayette,OH,2406.5,Fayette <br>
2014,39049,Franklin,OH,2311.74,Franklin <br>
2014,39051,Fulton,OH,2172.72,Fulton <br>
2014,39053,Gallia,OH,2533.85,Gallia <br>
2014,39055,Geauga,OH,2151.54,Geauga <br>
2014,39057,Greene,OH,2406.42,Greene <br>
2014,39059,Guernsey,OH,2331.01,Guernsey <br>
2014,39061,Hamilton,OH,2450.96,Hamilton <br>
2014,39063,Hancock,OH,2210.54,Hancock <br>
2014,39065,Hardin,OH,2278.7,Hardin <br>
2014,39067,Harrison,OH,2276.4,Harrison <br>
2014,39069,Henry,OH,2205.92,Henry <br>
2014,39071,Highland,OH,2421.19,Highland <br>
2014,39073,Hocking,OH,2435.02,Hocking <br>
2014,39075,Holmes,OH,2216.44,Holmes <br>
2014,39077,Huron,OH,2195.71,Huron <br>
2014,39079,Jackson,OH,2472.48,Jackson <br>
2014,39081,Jefferson,OH,2251.49,Jefferson <br>
2014,39083,Knox,OH,2262.34,Knox <br>
2014,39085,Lake,OH,2166.57,Lake <br>
2014,39087,Lawrence,OH,2527.2,Lawrence <br>
2014,39089,Licking,OH,2331.66,Licking <br>
2014,39091,Logan,OH,2305.64,Logan <br>
2014,39093,Lorain,OH,2165.05,Lorain <br>
2014,39095,Lucas,OH,2226.19,Lucas <br>
2014,39097,Madison,OH,2320.88,Madison <br>
2014,39099,Mahoning,OH,2176.57,Mahoning <br>
2014,39101,Marion,OH,2261.62,Marion <br>
2014,39103,Medina,OH,2186.76,Medina <br>
2014,39105,Meigs,OH,2492.85,Meigs <br>
2014,39107,Mercer,OH,2309.26,Mercer <br>
2014,39109,Miami,OH,2367.33,Miami <br>
2014,39111,Monroe,OH,2388.68,Monroe <br>
2014,39113,Montgomery,OH,2372.5,Montgomery <br>
2014,39115,Morgan,OH,2423,Morgan <br>
2014,39117,Morrow,OH,2296.56,Morrow <br>
2014,39119,Muskingum,OH,2397.15,Muskingum <br>
2014,39121,Noble,OH,2364.78,Noble <br>
2014,39123,Ottawa,OH,2245.05,Ottawa <br>
2014,39125,Paulding,OH,2233.33,Paulding <br>
2014,39127,Perry,OH,2408.42,Perry <br>
2014,39129,Pickaway,OH,2365.97,Pickaway <br>
2014,39131,Pike,OH,2433.35,Pike <br>
2014,39133,Portage,OH,2176.17,Portage <br>
2014,39135,Preble,OH,2349.77,Preble <br>
2014,39137,Putnam,OH,2262.89,Putnam <br>
2014,39139,Richland,OH,2263.85,Richland <br>
2014,39141,Ross,OH,2417.67,Ross <br>
2014,39143,Sandusky,OH,2240.86,Sandusky <br>
2014,39145,Scioto,OH,2497.3,Scioto <br>
2014,39147,Seneca,OH,2223.92,Seneca <br>
2014,39149,Shelby,OH,2328.17,Shelby <br>
2014,39151,Stark,OH,2213.14,Stark <br>
2014,39153,Summit,OH,2212.6,Summit <br>
2014,39155,Trumbull,OH,2159.06,Trumbull <br>
2014,39157,Tuscarawas,OH,2274.1,Tuscarawas <br>
2014,39159,Union,OH,2262.59,Union <br>
2014,39161,Van Wert,OH,2266.12,Van Wert <br>
2014,39163,Vinton,OH,2479.68,Vinton <br>
2014,39165,Warren,OH,2410.5,Warren <br>
2014,39167,Washington,OH,2418.4,Washington <br>
2014,39169,Wayne,OH,2224.6,Wayne <br>
2014,39171,Williams,OH,2181.68,Williams <br>
2014,39173,Wood,OH,2185.13,Wood <br>
2014,39175,Wyandot,OH,2256.93,Wyandot <br>
2014,42001,Adams,PA,NA,Adams <br>
2014,42003,Allegheny,PA,NA,Allegheny <br>
2014,42005,Armstrong,PA,NA,Armstrong <br>
2014,42007,Beaver,PA,NA,Beaver <br>
2014,42009,Bedford,PA,NA,Bedford <br>
2014,42011,Berks,PA,NA,Berks <br>
2014,42013,Blair,PA,NA,Blair <br>
2014,42015,Bradford,PA,NA,Bradford <br>
2014,42017,Bucks,PA,NA,Bucks <br>
2014,42019,Butler,PA,NA,Butler <br>
2014,42021,Cambria,PA,NA,Cambria <br>
2014,42023,Cameron,PA,NA,Cameron <br>
2014,42025,Carbon,PA,NA,Carbon <br>
2014,42027,Centre,PA,NA,Centre <br>
2014,42029,Chester,PA,NA,Chester <br>
2014,42031,Clarion,PA,NA,Clarion <br>
2014,42033,Clearfield,PA,NA,Clearfield <br>
2014,42035,Clinton,PA,NA,Clinton <br>
2014,42037,Columbia,PA,NA,Columbia <br>
2014,42039,Crawford,PA,NA,Crawford <br>
2014,42041,Cumberland,PA,NA,Cumberland <br>
2014,42043,Dauphin,PA,NA,Dauphin <br>
2014,42045,Delaware,PA,NA,Delaware <br>
2014,42047,Elk,PA,NA,Elk <br>
2014,42049,Erie,PA,NA,Erie <br>
2014,42051,Fayette,PA,NA,Fayette <br>
2014,42053,Forest,PA,NA,Forest <br>
2014,42055,Franklin,PA,NA,Franklin <br>
2014,42057,Fulton,PA,NA,Fulton <br>
2014,42059,Greene,PA,NA,Greene <br>
2014,42061,Huntingdon,PA,NA,Huntingdon <br>
2014,42063,Indiana,PA,NA,Indiana <br>
2014,42065,Jefferson,PA,NA,Jefferson <br>
2014,42067,Juniata,PA,NA,Juniata <br>
2014,42069,Lackawanna,PA,NA,Lackawanna <br>
2014,42071,Lancaster,PA,NA,Lancaster <br>
2014,42073,Lawrence,PA,NA,Lawrence <br>
2014,42075,Lebanon,PA,NA,Lebanon <br>
2014,42077,Lehigh,PA,NA,Lehigh <br>
2014,42079,Luzerne,PA,NA,Luzerne <br>
2014,42081,Lycoming,PA,NA,Lycoming <br>
2014,42083,McKean,PA,NA,McKean <br>
2014,42085,Mercer,PA,NA,Mercer <br>
2014,42087,Mifflin,PA,NA,Mifflin <br>
2014,42089,Monroe,PA,NA,Monroe <br>
2014,42091,Montgomery,PA,NA,Montgomery <br>
2014,42093,Montour,PA,NA,Montour <br>
2014,42095,Northampton,PA,NA,Northampton <br>
2014,42097,Northumberland,PA,NA,Northumberland <br>
2014,42099,Perry,PA,NA,Perry <br>
2014,42101,Philadelphia,PA,NA,Philadelphia <br>
2014,42103,Pike,PA,NA,Pike <br>
2014,42105,Potter,PA,NA,Potter <br>
2014,42107,Schuylkill,PA,NA,Schuylkill <br>
2014,42109,Snyder,PA,NA,Snyder <br>
2014,42111,Somerset,PA,NA,Somerset <br>
2014,42113,Sullivan,PA,NA,Sullivan <br>
2014,42115,Susquehanna,PA,NA,Susquehanna <br>
2014,42117,Tioga,PA,NA,Tioga <br>
2014,42119,Union,PA,NA,Union <br>
2014,42121,Venango,PA,NA,Venango <br>
2014,42123,Warren,PA,NA,Warren <br>
2014,42125,Washington,PA,NA,Washington <br>
2014,42127,Wayne,PA,NA,Wayne <br>
2014,42129,Westmoreland,PA,NA,Westmoreland <br>
2014,42131,Wyoming,PA,NA,Wyoming <br>
2014,42133,York,PA,NA,York <br>
2015,23001,Androscoggin,ME,2018.83,Androscoggin <br>
2015,23003,Aroostook,ME,1715.34,Aroostook <br>
2015,23005,Cumberland,ME,2032.97,Cumberland <br>
2015,23007,Franklin,ME,1928.26,Franklin <br>
2015,23009,Hancock,ME,1989.82,Hancock <br>
2015,23011,Kennebec,ME,1965.27,Kennebec <br>
2015,23013,Knox,ME,1960.36,Knox <br>
2015,23015,Lincoln,ME,2033.78,Lincoln <br>
2015,23017,Oxford,ME,1927.8,Oxford <br>
2015,23019,Penobscot,ME,1881.49,Penobscot <br>
2015,23021,Piscataquis,ME,1835.91,Piscataquis <br>
2015,23023,Sagadahoc,ME,2032.43,Sagadahoc <br>
2015,23025,Somerset,ME,1867.04,Somerset <br>
2015,23027,Waldo,ME,1910.83,Waldo <br>
2015,23029,Washington,ME,1907.3,Washington <br>
2015,23031,York,ME,2136.75,York <br>
2015,36001,Albany,NY,2161.74,Albany <br>
2015,36003,Allegany,NY,2138.82,Allegany <br>
2015,36005,Bronx,NY,2281.68,Bronx <br>
2015,36007,Broome,NY,2107,Broome <br>
2015,36009,Cattaraugus,NY,2141.13,Cattaraugus <br>
2015,36011,Cayuga,NY,2040.33,Cayuga <br>
2015,36013,Chautauqua,NY,2166.01,Chautauqua <br>
2015,36015,Chemung,NY,2118.28,Chemung <br>
2015,36017,Chenango,NY,2085.01,Chenango <br>
2015,36019,Clinton,NY,1967.04,Clinton <br>
2015,36021,Columbia,NY,2156.37,Columbia <br>
2015,36023,Cortland,NY,2033.16,Cortland <br>
2015,36025,Delaware,NY,2144.12,Delaware <br>
2015,36027,Dutchess,NY,2207.77,Dutchess <br>
2015,36029,Erie,NY,2142.48,Erie <br>
2015,36031,Essex,NY,1935.25,Essex <br>
2015,36033,Franklin,NY,1973.21,Franklin <br>
2015,36035,Fulton,NY,2125.21,Fulton <br>
2015,36037,Genesee,NY,2129.49,Genesee <br>
2015,36039,Greene,NY,2158.25,Greene <br>
2015,36041,Hamilton,NY,2092.96,Hamilton <br>
2015,36043,Herkimer,NY,2067.71,Herkimer <br>
2015,36045,Jefferson,NY,2083.1,Jefferson <br>
2015,36047,Kings,NY,2318.91,Kings <br>
2015,36049,Lewis,NY,2036.13,Lewis <br>
2015,36051,Livingston,NY,2085.28,Livingston <br>
2015,36053,Madison,NY,2089.79,Madison <br>
2015,36055,Monroe,NY,2093.1,Monroe <br>
2015,36057,Montgomery,NY,2112.69,Montgomery <br>
2015,36059,Nassau,NY,2377.8,Nassau <br>
2015,36061,New York,NY,2283.6,New York <br>
2015,36063,Niagara,NY,2158.76,Niagara <br>
2015,36065,Oneida,NY,2109.19,Oneida <br>
2015,36067,Onondaga,NY,2084.29,Onondaga <br>
2015,36069,Ontario,NY,2077.05,Ontario <br>
2015,36071,Orange,NY,2268.55,Orange <br>
2015,36073,Orleans,NY,2150.33,Orleans <br>
2015,36075,Oswego,NY,2070.57,Oswego <br>
2015,36077,Otsego,NY,2114.36,Otsego <br>
2015,36079,Putnam,NY,2305.72,Putnam <br>
2015,36081,Queens,NY,2304.86,Queens <br>
2015,36083,Rensselaer,NY,2161.04,Rensselaer <br>
2015,36085,Richmond,NY,2284.94,Richmond <br>
2015,36087,Rockland,NY,2289.54,Rockland <br>
2015,36089,St Lawrence,NY,1983.66,St Lawrence <br>
2015,36091,Saratoga,NY,2134.67,Saratoga <br>
2015,36093,Schenectady,NY,2148.77,Schenectady <br>
2015,36095,Schoharie,NY,2138.49,Schoharie <br>
2015,36097,Schuyler,NY,2095.51,Schuyler <br>
2015,36099,Seneca,NY,2100.45,Seneca <br>
