year,countyfips,county,state,UV,hover
2010,42023,Cameron,PA,NA,Cameron <br>
2010,42025,Carbon,PA,NA,Carbon <br>
2010,42027,Centre,PA,NA,Centre <br>
2010,42029,Chester,PA,NA,Chester <br>
2010,42031,Clarion,PA,NA,Clarion <br>
2010,42033,Clearfield,PA,NA,Clearfield <br>
2010,42035,Clinton,PA,NA,Clinton <br>
2010,42037,Columbia,PA,NA,Columbia <br>
2010,42039,Crawford,PA,NA,Crawford <br>
2010,42041,Cumberland,PA,NA,Cumberland <br>
2010,42043,Dauphin,PA,NA,Dauphin <br>
2010,42045,Delaware,PA,NA,Delaware <br>
2010,42047,Elk,PA,NA,Elk <br>
2010,42049,Erie,PA,NA,Erie <br>
2010,42051,Fayette,PA,NA,Fayette <br>
2010,42053,Forest,PA,NA,Forest <br>
2010,42055,Franklin,PA,NA,Franklin <br>
2010,42057,Fulton,PA,NA,Fulton <br>
2010,42059,Greene,PA,NA,Greene <br>
2010,42061,Huntingdon,PA,NA,Huntingdon <br>
2010,42063,Indiana,PA,NA,Indiana <br>
2010,42065,Jefferson,PA,NA,Jefferson <br>
2010,42067,Juniata,PA,NA,Juniata <br>
2010,42069,Lackawanna,PA,NA,Lackawanna <br>
2010,42071,Lancaster,PA,NA,Lancaster <br>
2010,42073,Lawrence,PA,NA,Lawrence <br>
2010,42075,Lebanon,PA,NA,Lebanon <br>
2010,42077,Lehigh,PA,NA,Lehigh <br>
2010,42079,Luzerne,PA,NA,Luzerne <br>
2010,42081,Lycoming,PA,NA,Lycoming <br>
2010,42083,McKean,PA,NA,McKean <br>
2010,42085,Mercer,PA,NA,Mercer <br>
2010,42087,Mifflin,PA,NA,Mifflin <br>
2010,42089,Monroe,PA,NA,Monroe <br>
2010,42091,Montgomery,PA,NA,Montgomery <br>
2010,42093,Montour,PA,NA,Montour <br>
2010,42095,Northampton,PA,NA,Northampton <br>
2010,42097,Northumberland,PA,NA,Northumberland <br>
2010,42099,Perry,PA,NA,Perry <br>
2010,42101,Philadelphia,PA,NA,Philadelphia <br>
2010,42103,Pike,PA,NA,Pike <br>
2010,42105,Potter,PA,NA,Potter <br>
2010,42107,Schuylkill,PA,NA,Schuylkill <br>
2010,42109,Snyder,PA,NA,Snyder <br>
2010,42111,Somerset,PA,NA,Somerset <br>
2010,42113,Sullivan,PA,NA,Sullivan <br>
2010,42115,Susquehanna,PA,NA,Susquehanna <br>
2010,42117,Tioga,PA,NA,Tioga <br>
2010,42119,Union,PA,NA,Union <br>
2010,42121,Venango,PA,NA,Venango <br>
2010,42123,Warren,PA,NA,Warren <br>
2010,42125,Washington,PA,NA,Washington <br>
2010,42127,Wayne,PA,NA,Wayne <br>
2010,42129,Westmoreland,PA,NA,Westmoreland <br>
2010,42131,Wyoming,PA,NA,Wyoming <br>
2010,42133,York,PA,NA,York <br>
2011,23001,Androscoggin,ME,1975.04,Androscoggin <br>
2011,23003,Aroostook,ME,1712.55,Aroostook <br>
2011,23005,Cumberland,ME,1997.06,Cumberland <br>
2011,23007,Franklin,ME,1908.15,Franklin <br>
2011,23009,Hancock,ME,1947.92,Hancock <br>
2011,23011,Kennebec,ME,1930.92,Kennebec <br>
2011,23013,Knox,ME,2013.53,Knox <br>
2011,23015,Lincoln,ME,2000.66,Lincoln <br>
2011,23017,Oxford,ME,1947.25,Oxford <br>
2011,23019,Penobscot,ME,1847.68,Penobscot <br>
2011,23021,Piscataquis,ME,1869.09,Piscataquis <br>
2011,23023,Sagadahoc,ME,1995.63,Sagadahoc <br>
2011,23025,Somerset,ME,1868.61,Somerset <br>
2011,23027,Waldo,ME,1941.92,Waldo <br>
2011,23029,Washington,ME,1907.53,Washington <br>
2011,23031,York,ME,1987.05,York <br>
2011,36001,Albany,NY,1958.31,Albany <br>
2011,36003,Allegany,NY,2009.84,Allegany <br>
2011,36005,Bronx,NY,2142.78,Bronx <br>
2011,36007,Broome,NY,1934.52,Broome <br>
2011,36009,Cattaraugus,NY,2037.52,Cattaraugus <br>
2011,36011,Cayuga,NY,1957.37,Cayuga <br>
2011,36013,Chautauqua,NY,2062.73,Chautauqua <br>
2011,36015,Chemung,NY,1967.17,Chemung <br>
2011,36017,Chenango,NY,1916.53,Chenango <br>
2011,36019,Clinton,NY,1894.78,Clinton <br>
2011,36021,Columbia,NY,1971.58,Columbia <br>
2011,36023,Cortland,NY,1945.22,Cortland <br>
2011,36025,Delaware,NY,1923.93,Delaware <br>
2011,36027,Dutchess,NY,2042.23,Dutchess <br>
2011,36029,Erie,NY,2059.14,Erie <br>
2011,36031,Essex,NY,1938.24,Essex <br>
2011,36033,Franklin,NY,1845.64,Franklin <br>
2011,36035,Fulton,NY,1920.94,Fulton <br>
2011,36037,Genesee,NY,2046.94,Genesee <br>
2011,36039,Greene,NY,1974.67,Greene <br>
2011,36041,Hamilton,NY,1900.79,Hamilton <br>
2011,36043,Herkimer,NY,1924.08,Herkimer <br>
2011,36045,Jefferson,NY,1940.35,Jefferson <br>
2011,36047,Kings,NY,2168.99,Kings <br>
2011,36049,Lewis,NY,1928.88,Lewis <br>
2011,36051,Livingston,NY,1972.03,Livingston <br>
2011,36053,Madison,NY,1925.22,Madison <br>
2011,36055,Monroe,NY,1980.3,Monroe <br>
2011,36057,Montgomery,NY,1925.5,Montgomery <br>
2011,36059,Nassau,NY,2165.55,Nassau <br>
2011,36061,New York,NY,2143.91,New York <br>
2011,36063,Niagara,NY,2095.6,Niagara <br>
2011,36065,Oneida,NY,1931.29,Oneida <br>
2011,36067,Onondaga,NY,1931.95,Onondaga <br>
2011,36069,Ontario,NY,1968.14,Ontario <br>
2011,36071,Orange,NY,2088.82,Orange <br>
2011,36073,Orleans,NY,2049.61,Orleans <br>
2011,36075,Oswego,NY,1933.44,Oswego <br>
2011,36077,Otsego,NY,1905.39,Otsego <br>
2011,36079,Putnam,NY,2075.46,Putnam <br>
2011,36081,Queens,NY,2167.2,Queens <br>
2011,36083,Rensselaer,NY,1964.46,Rensselaer <br>
2011,36085,Richmond,NY,2149.51,Richmond <br>
2011,36087,Rockland,NY,2132.64,Rockland <br>
2011,36089,St Lawrence,NY,1893.75,St Lawrence <br>
2011,36091,Saratoga,NY,1951.77,Saratoga <br>
2011,36093,Schenectady,NY,1961.58,Schenectady <br>
2011,36095,Schoharie,NY,1961.16,Schoharie <br>
2011,36097,Schuyler,NY,1956.78,Schuyler <br>
2011,36099,Seneca,NY,2006.82,Seneca <br>
2011,36101,Steuben,NY,1986.61,Steuben <br>
2011,36103,Suffolk,NY,2229.55,Suffolk <br>
2011,36105,Sullivan,NY,1979.55,Sullivan <br>
2011,36107,Tioga,NY,1947.36,Tioga <br>
2011,36109,Tompkins,NY,1959.04,Tompkins <br>
2011,36111,Ulster,NY,2037.17,Ulster <br>
2011,36113,Warren,NY,1968.42,Warren <br>
2011,36115,Washington,NY,1953.87,Washington <br>
2011,36117,Wayne,NY,1983.27,Wayne <br>
2011,36119,Westchester,NY,2144.04,Westchester <br>
2011,36121,Wyoming,NY,2029.19,Wyoming <br>
2011,36123,Yates,NY,1999.31,Yates <br>
2011,39001,Adams,OH,2333.9,Adams <br>
2011,39003,Allen,OH,2193.03,Allen <br>
2011,39005,Ashland,OH,2147.23,Ashland <br>
2011,39007,Ashtabula,OH,2131.82,Ashtabula <br>
2011,39009,Athens,OH,2227.57,Athens <br>
2011,39011,Auglaize,OH,2216.07,Auglaize <br>
2011,39013,Belmont,OH,2209.64,Belmont <br>
2011,39015,Brown,OH,2342.09,Brown <br>
2011,39017,Butler,OH,2349.16,Butler <br>
2011,39019,Carroll,OH,2201.53,Carroll <br>
2011,39021,Champaign,OH,2235.81,Champaign <br>
2011,39023,Clark,OH,2260.18,Clark <br>
2011,39025,Clermont,OH,2372.64,Clermont <br>
2011,39027,Clinton,OH,2300.49,Clinton <br>
2011,39029,Columbiana,OH,2186.75,Columbiana <br>
2011,39031,Coshocton,OH,2205.56,Coshocton <br>
2011,39033,Crawford,OH,2210.84,Crawford <br>
2011,39035,Cuyahoga,OH,2132.15,Cuyahoga <br>
2011,39037,Darke,OH,2294.2,Darke <br>
2011,39039,Defiance,OH,2152.63,Defiance <br>
2011,39041,Delaware,OH,2249.7,Delaware <br>
2011,39043,Erie,OH,2152.66,Erie <br>
2011,39045,Fairfield,OH,2255.65,Fairfield <br>
2011,39047,Fayette,OH,2284.29,Fayette <br>
2011,39049,Franklin,OH,2256.69,Franklin <br>
2011,39051,Fulton,OH,2157.49,Fulton <br>
2011,39053,Gallia,OH,2302.36,Gallia <br>
2011,39055,Geauga,OH,2114.52,Geauga <br>
2011,39057,Greene,OH,2295.49,Greene <br>
2011,39059,Guernsey,OH,2242.36,Guernsey <br>
2011,39061,Hamilton,OH,2403.3,Hamilton <br>
2011,39063,Hancock,OH,2186.44,Hancock <br>
2011,39065,Hardin,OH,2209.31,Hardin <br>
2011,39067,Harrison,OH,2175.53,Harrison <br>
2011,39069,Henry,OH,2164.77,Henry <br>
2011,39071,Highland,OH,2302.52,Highland <br>
2011,39073,Hocking,OH,2278.75,Hocking <br>
2011,39075,Holmes,OH,2202.76,Holmes <br>
2011,39077,Huron,OH,2113.85,Huron <br>
2011,39079,Jackson,OH,2315.52,Jackson <br>
2011,39081,Jefferson,OH,2167.7,Jefferson <br>
2011,39083,Knox,OH,2184.42,Knox <br>
2011,39085,Lake,OH,2143.99,Lake <br>
2011,39087,Lawrence,OH,2345.92,Lawrence <br>
2011,39089,Licking,OH,2199.02,Licking <br>
2011,39091,Logan,OH,2212.12,Logan <br>
2011,39093,Lorain,OH,2141.17,Lorain <br>
2011,39095,Lucas,OH,2216.62,Lucas <br>
2011,39097,Madison,OH,2211.03,Madison <br>
2011,39099,Mahoning,OH,2152.22,Mahoning <br>
2011,39101,Marion,OH,2253.06,Marion <br>
2011,39103,Medina,OH,2123.13,Medina <br>
2011,39105,Meigs,OH,2270.87,Meigs <br>
2011,39107,Mercer,OH,2268.44,Mercer <br>
2011,39109,Miami,OH,2263.13,Miami <br>
2011,39111,Monroe,OH,2246.06,Monroe <br>
2011,39113,Montgomery,OH,2328.73,Montgomery <br>
2011,39115,Morgan,OH,2213.66,Morgan <br>
2011,39117,Morrow,OH,2215.56,Morrow <br>
2011,39119,Muskingum,OH,2204.59,Muskingum <br>
2011,39121,Noble,OH,2257.61,Noble <br>
2011,39123,Ottawa,OH,2235.42,Ottawa <br>
2011,39125,Paulding,OH,2152.42,Paulding <br>
2011,39127,Perry,OH,2235.1,Perry <br>
2011,39129,Pickaway,OH,2315.81,Pickaway <br>
2011,39131,Pike,OH,2366.3,Pike <br>
2011,39133,Portage,OH,2115.65,Portage <br>
2011,39135,Preble,OH,2318.79,Preble <br>
2011,39137,Putnam,OH,2177.56,Putnam <br>
2011,39139,Richland,OH,2154.44,Richland <br>
2011,39141,Ross,OH,2318.15,Ross <br>
2011,39143,Sandusky,OH,2238.41,Sandusky <br>
2011,39145,Scioto,OH,2386.25,Scioto <br>
2011,39147,Seneca,OH,2210.48,Seneca <br>
2011,39149,Shelby,OH,2230.42,Shelby <br>
2011,39151,Stark,OH,2193.06,Stark <br>
2011,39153,Summit,OH,2122.74,Summit <br>
2011,39155,Trumbull,OH,2139.65,Trumbull <br>
2011,39157,Tuscarawas,OH,2251.55,Tuscarawas <br>
2011,39159,Union,OH,2192.74,Union <br>
2011,39161,Van Wert,OH,2226.88,Van Wert <br>
2011,39163,Vinton,OH,2269.49,Vinton <br>
2011,39165,Warren,OH,2340.91,Warren <br>
2011,39167,Washington,OH,2291.24,Washington <br>
2011,39169,Wayne,OH,2174.7,Wayne <br>
2011,39171,Williams,OH,2155.76,Williams <br>
2011,39173,Wood,OH,2175.78,Wood <br>
2011,39175,Wyandot,OH,2194.42,Wyandot <br>
2011,42001,Adams,PA,NA,Adams <br>
2011,42003,Allegheny,PA,NA,Allegheny <br>
2011,42005,Armstrong,PA,NA,Armstrong <br>
2011,42007,Beaver,PA,NA,Beaver <br>
2011,42009,Bedford,PA,NA,Bedford <br>
2011,42011,Berks,PA,NA,Berks <br>
2011,42013,Blair,PA,NA,Blair <br>
2011,42015,Bradford,PA,NA,Bradford <br>
2011,42017,Bucks,PA,NA,Bucks <br>
2011,42019,Butler,PA,NA,Butler <br>
2011,42021,Cambria,PA,NA,Cambria <br>
2011,42023,Cameron,PA,NA,Cameron <br>
2011,42025,Carbon,PA,NA,Carbon <br>
2011,42027,Centre,PA,NA,Centre <br>
2011,42029,Chester,PA,NA,Chester <br>
2011,42031,Clarion,PA,NA,Clarion <br>
2011,42033,Clearfield,PA,NA,Clearfield <br>
2011,42035,Clinton,PA,NA,Clinton <br>
2011,42037,Columbia,PA,NA,Columbia <br>
2011,42039,Crawford,PA,NA,Crawford <br>
2011,42041,Cumberland,PA,NA,Cumberland <br>
2011,42043,Dauphin,PA,NA,Dauphin <br>
2011,42045,Delaware,PA,NA,Delaware <br>
2011,42047,Elk,PA,NA,Elk <br>
2011,42049,Erie,PA,NA,Erie <br>
2011,42051,Fayette,PA,NA,Fayette <br>
2011,42053,Forest,PA,NA,Forest <br>
2011,42055,Franklin,PA,NA,Franklin <br>
2011,42057,Fulton,PA,NA,Fulton <br>
2011,42059,Greene,PA,NA,Greene <br>
2011,42061,Huntingdon,PA,NA,Huntingdon <br>
2011,42063,Indiana,PA,NA,Indiana <br>
2011,42065,Jefferson,PA,NA,Jefferson <br>
2011,42067,Juniata,PA,NA,Juniata <br>
2011,42069,Lackawanna,PA,NA,Lackawanna <br>
2011,42071,Lancaster,PA,NA,Lancaster <br>
2011,42073,Lawrence,PA,NA,Lawrence <br>
2011,42075,Lebanon,PA,NA,Lebanon <br>
2011,42077,Lehigh,PA,NA,Lehigh <br>
2011,42079,Luzerne,PA,NA,Luzerne <br>
2011,42081,Lycoming,PA,NA,Lycoming <br>
2011,42083,McKean,PA,NA,McKean <br>
2011,42085,Mercer,PA,NA,Mercer <br>
2011,42087,Mifflin,PA,NA,Mifflin <br>
2011,42089,Monroe,PA,NA,Monroe <br>
2011,42091,Montgomery,PA,NA,Montgomery <br>
2011,42093,Montour,PA,NA,Montour <br>
2011,42095,Northampton,PA,NA,Northampton <br>
2011,42097,Northumberland,PA,NA,Northumberland <br>
2011,42099,Perry,PA,NA,Perry <br>
2011,42101,Philadelphia,PA,NA,Philadelphia <br>
2011,42103,Pike,PA,NA,Pike <br>
2011,42105,Potter,PA,NA,Potter <br>
2011,42107,Schuylkill,PA,NA,Schuylkill <br>
2011,42109,Snyder,PA,NA,Snyder <br>
2011,42111,Somerset,PA,NA,Somerset <br>
2011,42113,Sullivan,PA,NA,Sullivan <br>
2011,42115,Susquehanna,PA,NA,Susquehanna <br>
2011,42117,Tioga,PA,NA,Tioga <br>
2011,42119,Union,PA,NA,Union <br>
2011,42121,Venango,PA,NA,Venango <br>
2011,42123,Warren,PA,NA,Warren <br>
2011,42125,Washington,PA,NA,Washington <br>
2011,42127,Wayne,PA,NA,Wayne <br>
2011,42129,Westmoreland,PA,NA,Westmoreland <br>
2011,42131,Wyoming,PA,NA,Wyoming <br>
2011,42133,York,PA,NA,York <br>
2012,23001,Androscoggin,ME,2061.63,Androscoggin <br>
2012,23003,Aroostook,ME,1821.27,Aroostook <br>
2012,23005,Cumberland,ME,2104.38,Cumberland <br>
2012,23007,Franklin,ME,2036.63,Franklin <br>
2012,23009,Hancock,ME,1996.81,Hancock <br>
2012,23011,Kennebec,ME,2034.92,Kennebec <br>
2012,23013,Knox,ME,2002.5,Knox <br>
2012,23015,Lincoln,ME,2065.38,Lincoln <br>
2012,23017,Oxford,ME,2045.98,Oxford <br>
2012,23019,Penobscot,ME,1959.8,Penobscot <br>
2012,23021,Piscataquis,ME,1957.14,Piscataquis <br>
2012,23023,Sagadahoc,ME,2073.94,Sagadahoc <br>
2012,23025,Somerset,ME,2004.75,Somerset <br>
2012,23027,Waldo,ME,1999.39,Waldo <br>
2012,23029,Washington,ME,1942.42,Washington <br>
2012,23031,York,ME,2134.71,York <br>
2012,36001,Albany,NY,2138.57,Albany <br>
2012,36003,Allegany,NY,2089.6,Allegany <br>
2012,36005,Bronx,NY,2199.95,Bronx <br>
2012,36007,Broome,NY,2135.34,Broome <br>
2012,36009,Cattaraugus,NY,2103.5,Cattaraugus <br>
2012,36011,Cayuga,NY,2074.6,Cayuga <br>
2012,36013,Chautauqua,NY,2107.65,Chautauqua <br>
2012,36015,Chemung,NY,2094.09,Chemung <br>
2012,36017,Chenango,NY,2097.64,Chenango <br>
2012,36019,Clinton,NY,1990.55,Clinton <br>
2012,36021,Columbia,NY,2175.61,Columbia <br>
2012,36023,Cortland,NY,2048.66,Cortland <br>
2012,36025,Delaware,NY,2137.75,Delaware <br>
2012,36027,Dutchess,NY,2184.49,Dutchess <br>
2012,36029,Erie,NY,2116.84,Erie <br>
2012,36031,Essex,NY,1975.19,Essex <br>
2012,36033,Franklin,NY,2001.5,Franklin <br>
2012,36035,Fulton,NY,2133.91,Fulton <br>
2012,36037,Genesee,NY,2077.61,Genesee <br>
2012,36039,Greene,NY,2155.33,Greene <br>
2012,36041,Hamilton,NY,2068.32,Hamilton <br>
2012,36043,Herkimer,NY,2141.51,Herkimer <br>
2012,36045,Jefferson,NY,2077.87,Jefferson <br>
2012,36047,Kings,NY,2217.99,Kings <br>
2012,36049,Lewis,NY,2073.59,Lewis <br>
2012,36051,Livingston,NY,2033.27,Livingston <br>
2012,36053,Madison,NY,2093.88,Madison <br>
2012,36055,Monroe,NY,2111.28,Monroe <br>
2012,36057,Montgomery,NY,2123.64,Montgomery <br>
2012,36059,Nassau,NY,2236.56,Nassau <br>
2012,36061,New York,NY,2210.95,New York <br>
2012,36063,Niagara,NY,2122.97,Niagara <br>
2012,36065,Oneida,NY,2107.36,Oneida <br>
2012,36067,Onondaga,NY,2085.59,Onondaga <br>
2012,36069,Ontario,NY,2064.08,Ontario <br>
2012,36071,Orange,NY,2211.74,Orange <br>
2012,36073,Orleans,NY,2115.81,Orleans <br>
2012,36075,Oswego,NY,2094.65,Oswego <br>
2012,36077,Otsego,NY,2118.65,Otsego <br>
2012,36079,Putnam,NY,2223.87,Putnam <br>
2012,36081,Queens,NY,2211.1,Queens <br>
2012,36083,Rensselaer,NY,2153.44,Rensselaer <br>
2012,36085,Richmond,NY,2233.07,Richmond <br>
2012,36087,Rockland,NY,2202.65,Rockland <br>
2012,36089,St Lawrence,NY,2024.19,St Lawrence <br>
2012,36091,Saratoga,NY,2133.84,Saratoga <br>
2012,36093,Schenectady,NY,2136.82,Schenectady <br>
2012,36095,Schoharie,NY,2144.37,Schoharie <br>
2012,36097,Schuyler,NY,2050.42,Schuyler <br>
2012,36099,Seneca,NY,2071.05,Seneca <br>
2012,36101,Steuben,NY,2074.07,Steuben <br>
2012,36103,Suffolk,NY,2266.27,Suffolk <br>
2012,36105,Sullivan,NY,2210.95,Sullivan <br>
2012,36107,Tioga,NY,2083.43,Tioga <br>
2012,36109,Tompkins,NY,2078.35,Tompkins <br>
2012,36111,Ulster,NY,2165.2,Ulster <br>
2012,36113,Warren,NY,2117.52,Warren <br>
2012,36115,Washington,NY,2120.18,Washington <br>
2012,36117,Wayne,NY,2120.29,Wayne <br>
2012,36119,Westchester,NY,2223.66,Westchester <br>
2012,36121,Wyoming,NY,2099.41,Wyoming <br>
2012,36123,Yates,NY,2073.82,Yates <br>
2012,39001,Adams,OH,2550.86,Adams <br>
2012,39003,Allen,OH,2437.94,Allen <br>
2012,39005,Ashland,OH,2389.32,Ashland <br>
2012,39007,Ashtabula,OH,2280.99,Ashtabula <br>
2012,39009,Athens,OH,2445.89,Athens <br>
2012,39011,Auglaize,OH,2457.41,Auglaize <br>
2012,39013,Belmont,OH,2380.07,Belmont <br>
2012,39015,Brown,OH,2557.52,Brown <br>
2012,39017,Butler,OH,2511.85,Butler <br>
2012,39019,Carroll,OH,2337.55,Carroll <br>
2012,39021,Champaign,OH,2434.49,Champaign <br>
2012,39023,Clark,OH,2445.01,Clark <br>
2012,39025,Clermont,OH,2535.99,Clermont <br>
2012,39027,Clinton,OH,2485.4,Clinton <br>
2012,39029,Columbiana,OH,2292.41,Columbiana <br>
2012,39031,Coshocton,OH,2376.74,Coshocton <br>
2012,39033,Crawford,OH,2400.03,Crawford <br>
2012,39035,Cuyahoga,OH,2368.19,Cuyahoga <br>
2012,39037,Darke,OH,2468.97,Darke <br>
2012,39039,Defiance,OH,2416.78,Defiance <br>
2012,39041,Delaware,OH,2442.72,Delaware <br>
2012,39043,Erie,OH,2356.96,Erie <br>
2012,39045,Fairfield,OH,2462.7,Fairfield <br>
2012,39047,Fayette,OH,2453.8,Fayette <br>
2012,39049,Franklin,OH,2447.15,Franklin <br>
2012,39051,Fulton,OH,2386.21,Fulton <br>
2012,39053,Gallia,OH,2493.92,Gallia <br>
2012,39055,Geauga,OH,2306.8,Geauga <br>
2012,39057,Greene,OH,2456.23,Greene <br>
2012,39059,Guernsey,OH,2433.41,Guernsey <br>
2012,39061,Hamilton,OH,2528.7,Hamilton <br>
2012,39063,Hancock,OH,2406.55,Hancock <br>
2012,39065,Hardin,OH,2447.3,Hardin <br>
2012,39067,Harrison,OH,2359.32,Harrison <br>
2012,39069,Henry,OH,2419.43,Henry <br>
2012,39071,Highland,OH,2515.81,Highland <br>
2012,39073,Hocking,OH,2470.47,Hocking <br>
2012,39075,Holmes,OH,2377.13,Holmes <br>
2012,39077,Huron,OH,2352.23,Huron <br>
2012,39079,Jackson,OH,2509,Jackson <br>
2012,39081,Jefferson,OH,2329.69,Jefferson <br>
2012,39083,Knox,OH,2419.48,Knox <br>
2012,39085,Lake,OH,2350.82,Lake <br>
2012,39087,Lawrence,OH,2494.64,Lawrence <br>
2012,39089,Licking,OH,2440.42,Licking <br>
2012,39091,Logan,OH,2428.28,Logan <br>
2012,39093,Lorain,OH,2334.45,Lorain <br>
2012,39095,Lucas,OH,2371.1,Lucas <br>
2012,39097,Madison,OH,2448.59,Madison <br>
2012,39099,Mahoning,OH,2283.04,Mahoning <br>
2012,39101,Marion,OH,2442.74,Marion <br>
2012,39103,Medina,OH,2346.7,Medina <br>
2012,39105,Meigs,OH,2461.56,Meigs <br>
2012,39107,Mercer,OH,2462.21,Mercer <br>
2012,39109,Miami,OH,2454.02,Miami <br>
2012,39111,Monroe,OH,2422.79,Monroe <br>
2012,39113,Montgomery,OH,2464.19,Montgomery <br>
2012,39115,Morgan,OH,2450.63,Morgan <br>
2012,39117,Morrow,OH,2445.42,Morrow <br>
2012,39119,Muskingum,OH,2442.17,Muskingum <br>
2012,39121,Noble,OH,2441.71,Noble <br>
2012,39123,Ottawa,OH,2372.82,Ottawa <br>
2012,39125,Paulding,OH,2438.53,Paulding <br>
2012,39127,Perry,OH,2444.22,Perry <br>
2012,39129,Pickaway,OH,2470.83,Pickaway <br>
2012,39131,Pike,OH,2507.61,Pike <br>
2012,39133,Portage,OH,2312.76,Portage <br>
2012,39135,Preble,OH,2466.72,Preble <br>
2012,39137,Putnam,OH,2432.97,Putnam <br>
2012,39139,Richland,OH,2389.54,Richland <br>
2012,39141,Ross,OH,2460.7,Ross <br>
2012,39143,Sandusky,OH,2365.27,Sandusky <br>
2012,39145,Scioto,OH,2487.44,Scioto <br>
2012,39147,Seneca,OH,2387.45,Seneca <br>
2012,39149,Shelby,OH,2449.48,Shelby <br>
2012,39151,Stark,OH,2367.07,Stark <br>
2012,39153,Summit,OH,2350.96,Summit <br>
2012,39155,Trumbull,OH,2277.29,Trumbull <br>
2012,39157,Tuscarawas,OH,2395.83,Tuscarawas <br>
2012,39159,Union,OH,2411.75,Union <br>
2012,39161,Van Wert,OH,2458.99,Van Wert <br>
2012,39163,Vinton,OH,2490.24,Vinton <br>
2012,39165,Warren,OH,2494.3,Warren <br>
2012,39167,Washington,OH,2458.7,Washington <br>
2012,39169,Wayne,OH,2383.42,Wayne <br>
2012,39171,Williams,OH,2382,Williams <br>
2012,39173,Wood,OH,2349.1,Wood <br>
2012,39175,Wyandot,OH,2406.56,Wyandot <br>
2012,42001,Adams,PA,NA,Adams <br>
2012,42003,Allegheny,PA,NA,Allegheny <br>
2012,42005,Armstrong,PA,NA,Armstrong <br>
2012,42007,Beaver,PA,NA,Beaver <br>
2012,42009,Bedford,PA,NA,Bedford <br>
2012,42011,Berks,PA,NA,Berks <br>
2012,42013,Blair,PA,NA,Blair <br>
2012,42015,Bradford,PA,NA,Bradford <br>
2012,42017,Bucks,PA,NA,Bucks <br>
2012,42019,Butler,PA,NA,Butler <br>
2012,42021,Cambria,PA,NA,Cambria <br>
2012,42023,Cameron,PA,NA,Cameron <br>
2012,42025,Carbon,PA,NA,Carbon <br>
2012,42027,Centre,PA,NA,Centre <br>
2012,42029,Chester,PA,NA,Chester <br>
2012,42031,Clarion,PA,NA,Clarion <br>
2012,42033,Clearfield,PA,NA,Clearfield <br>
2012,42035,Clinton,PA,NA,Clinton <br>
2012,42037,Columbia,PA,NA,Columbia <br>
2012,42039,Crawford,PA,NA,Crawford <br>
2012,42041,Cumberland,PA,NA,Cumberland <br>
2012,42043,Dauphin,PA,NA,Dauphin <br>
2012,42045,Delaware,PA,NA,Delaware <br>
2012,42047,Elk,PA,NA,Elk <br>
2012,42049,Erie,PA,NA,Erie <br>
2012,42051,Fayette,PA,NA,Fayette <br>
2012,42053,Forest,PA,NA,Forest <br>
2012,42055,Franklin,PA,NA,Franklin <br>
2012,42057,Fulton,PA,NA,Fulton <br>
2012,42059,Greene,PA,NA,Greene <br>
2012,42061,Huntingdon,PA,NA,Huntingdon <br>
2012,42063,Indiana,PA,NA,Indiana <br>
2012,42065,Jefferson,PA,NA,Jefferson <br>
2012,42067,Juniata,PA,NA,Juniata <br>
2012,42069,Lackawanna,PA,NA,Lackawanna <br>
2012,42071,Lancaster,PA,NA,Lancaster <br>
2012,42073,Lawrence,PA,NA,Lawrence <br>
2012,42075,Lebanon,PA,NA,Lebanon <br>
2012,42077,Lehigh,PA,NA,Lehigh <br>
2012,42079,Luzerne,PA,NA,Luzerne <br>
2012,42081,Lycoming,PA,NA,Lycoming <br>
2012,42083,McKean,PA,NA,McKean <br>
2012,42085,Mercer,PA,NA,Mercer <br>
2012,42087,Mifflin,PA,NA,Mifflin <br>
2012,42089,Monroe,PA,NA,Monroe <br>
2012,42091,Montgomery,PA,NA,Montgomery <br>
2012,42093,Montour,PA,NA,Montour <br>
2012,42095,Northampton,PA,NA,Northampton <br>
2012,42097,Northumberland,PA,NA,Northumberland <br>
2012,42099,Perry,PA,NA,Perry <br>
2012,42101,Philadelphia,PA,NA,Philadelphia <br>
2012,42103,Pike,PA,NA,Pike <br>
2012,42105,Potter,PA,NA,Potter <br>
2012,42107,Schuylkill,PA,NA,Schuylkill <br>
2012,42109,Snyder,PA,NA,Snyder <br>
2012,42111,Somerset,PA,NA,Somerset <br>
2012,42113,Sullivan,PA,NA,Sullivan <br>
2012,42115,Susquehanna,PA,NA,Susquehanna <br>
2012,42117,Tioga,PA,NA,Tioga <br>
2012,42119,Union,PA,NA,Union <br>
2012,42121,Venango,PA,NA,Venango <br>
2012,42123,Warren,PA,NA,Warren <br>
2012,42125,Washington,PA,NA,Washington <br>
2012,42127,Wayne,PA,NA,Wayne <br>
2012,42129,Westmoreland,PA,NA,Westmoreland <br>
2012,42131,Wyoming,PA,NA,Wyoming <br>
2012,42133,York,PA,NA,York <br>
2013,23001,Androscoggin,ME,1981.59,Androscoggin <br>
2013,23003,Aroostook,ME,1710.82,Aroostook <br>
2013,23005,Cumberland,ME,2018.1,Cumberland <br>
2013,23007,Franklin,ME,1926.71,Franklin <br>
2013,23009,Hancock,ME,1919.11,Hancock <br>
2013,23011,Kennebec,ME,1947.94,Kennebec <br>
2013,23013,Knox,ME,1961.1,Knox <br>
