year,county,state,days,good,moderate,unhealthy_for_sensitive_groups,unhealthy,very_unhealthy,max_aqi,90%_aqi,median_aqi,co,no2,o3,so2,pm2_5,pm10
2001,Albany,NY,365,266,81,12,6,NA,179,77,40,NA,NA,252,54,59,NA
2001,Bronx,NY,356,135,193,26,2,NA,155,93,57,1,60,59,29,207,NA
2001,Broome,NY,109,71,37,1,NA,NA,102,71,37,NA,NA,NA,NA,109,NA
2001,Chautauqua,NY,365,145,128,68,24,NA,200,132,61,NA,NA,171,170,24,NA
2001,Chemung,NY,365,293,54,17,1,NA,151,80,35,NA,NA,311,54,NA,NA
2001,Columbia,NY,46,46,NA,NA,NA,NA,35,27,10,NA,NA,NA,NA,NA,46
2001,Dutchess,NY,331,242,66,15,8,NA,187,84,39,NA,NA,274,NA,57,NA
2001,Erie,NY,365,139,133,74,18,1,209,132,57,NA,58,107,153,47,NA
2001,Essex,NY,365,264,81,16,4,NA,166,87,43,NA,NA,332,NA,33,NA
2001,Franklin,NY,337,337,NA,NA,NA,NA,44,22,10,NA,NA,NA,NA,NA,337
2001,Hamilton,NY,364,311,42,9,2,NA,156,61,37,NA,NA,363,1,NA,NA
2001,Herkimer,NY,361,326,28,7,NA,NA,147,50,35,NA,NA,351,8,NA,2
2001,Jefferson,NY,244,165,48,14,15,2,209,108,45,NA,NA,244,NA,NA,NA
2001,Kings,NY,361,281,77,3,NA,NA,140,71,20,225,NA,NA,NA,136,NA
2001,Madison,NY,364,293,54,15,2,NA,161,74,38,NA,NA,337,27,NA,NA
2001,Monroe,NY,365,230,112,19,4,NA,172,89,44,3,NA,153,150,59,NA
2001,Nassau,NY,358,265,91,2,NA,NA,138,66,38,NA,240,NA,25,93,NA
2001,New York,NY,365,119,201,35,7,3,207,108,61,NA,91,77,33,162,2
2001,Niagara,NY,365,271,67,18,8,1,207,90,38,3,NA,272,26,62,2
2001,Oneida,NY,338,260,68,7,3,NA,166,74,40,NA,NA,267,NA,71,NA
2001,Onondaga,NY,365,278,68,16,3,NA,182,76,38,10,NA,261,25,69,NA
2001,Orange,NY,260,167,68,14,11,NA,182,100,44,NA,NA,188,NA,72,NA
2001,Putnam,NY,364,294,46,15,8,1,206,77,31,NA,NA,214,150,NA,NA
2001,Queens,NY,365,181,162,19,3,NA,192,86,51,NA,149,67,21,128,NA
2001,Rensselaer,NY,249,249,NA,NA,NA,NA,44,19,4,NA,NA,25,224,NA,NA
2001,Richmond,NY,268,156,83,20,7,2,205,108,44.5,NA,NA,183,NA,85,NA
2001,Saratoga,NY,337,284,32,15,6,NA,192,77,36,NA,NA,337,NA,NA,NA
2001,Schenectady,NY,365,293,56,15,1,NA,159,69,36,10,NA,259,35,61,NA
2001,St. Lawrence,NY,108,86,21,1,NA,NA,105,62,24.5,NA,NA,NA,NA,108,NA
2001,Steuben,NY,334,222,105,7,NA,NA,150,70,36,NA,NA,NA,NA,334,NA
2001,Suffolk,NY,365,255,85,17,6,2,213,85,42,NA,82,209,14,60,NA
2001,Tompkins,NY,359,278,59,21,1,NA,151,80,39,NA,NA,339,NA,20,NA
2001,Ulster,NY,365,299,47,17,2,NA,164,77,39,NA,NA,357,8,NA,NA
2001,Wayne,NY,356,312,28,12,4,NA,197,67,34,NA,NA,356,NA,NA,NA
2001,Westchester,NY,360,257,80,15,7,1,202,85,38,NA,NA,294,NA,66,NA
2001,Franklin,OH,365,89,232,35,9,NA,187,105,62,NA,NA,111,2,251,1
2001,Hamilton,OH,365,77,205,74,9,NA,200,123,70,NA,13,87,72,193,NA
2001,Jefferson,OH,365,86,192,77,9,1,202,122,69,2,NA,68,112,182,1
2001,Madison,OH,214,124,64,23,3,NA,192,108,48,NA,NA,214,NA,NA,NA
2001,Monroe,OH,59,57,2,NA,NA,NA,54,43,24,NA,NA,NA,NA,NA,59
2001,Adams,OH,360,306,48,6,NA,NA,121,59.5,21,NA,NA,NA,360,NA,NA
2001,Allen,OH,361,294,55,11,1,NA,159,71,32,NA,NA,204,135,NA,22
2001,Ashtabula,OH,364,278,44,31,11,NA,200,108,37,NA,NA,210,154,NA,NA
2001,Athens,OH,114,63,50,1,NA,NA,114,73,45,NA,NA,NA,NA,113,1
2001,Belmont,OH,363,223,97,38,5,NA,188,105,37,NA,NA,NA,343,NA,20
2001,Butler,OH,365,100,218,42,5,NA,195,108,63,NA,NA,126,38,201,NA
2001,Clark,OH,365,225,117,20,3,NA,166,90,44,NA,NA,182,113,70,NA
2001,Clermont,OH,365,238,98,26,3,NA,164,93,43,NA,NA,178,187,NA,NA
2001,Clinton,OH,214,116,63,28,5,2,203,119,49,NA,NA,214,NA,NA,NA
2001,Columbiana,OH,342,204,96,41,1,NA,199,106,34,NA,NA,NA,333,NA,9
2001,Crawford,OH,363,271,59,29,4,NA,161,97,38,NA,NA,363,NA,NA,NA
2001,Cuyahoga,OH,365,62,235,59,9,NA,185,114,71,NA,15,47,57,240,6
2001,Delaware,OH,213,117,65,25,6,NA,177,112,48,NA,NA,213,NA,NA,NA
2001,Fayette,OH,363,279,66,17,1,NA,174,80,38,NA,NA,363,NA,NA,NA
2001,Gallia,OH,165,142,18,5,NA,NA,143,62,19,NA,NA,NA,165,NA,NA
2001,Geauga,OH,214,119,54,20,21,NA,192,147,47.5,NA,NA,214,NA,NA,NA
2001,Greene,OH,237,147,74,14,2,NA,161,97,46,NA,NA,211,NA,NA,26
2001,Hancock,OH,55,55,NA,NA,NA,NA,38,32,23,NA,NA,NA,NA,NA,55
2001,Knox,OH,214,128,56,23,7,NA,179,112,48,NA,NA,214,NA,NA,NA
2001,Lake,OH,365,185,125,47,8,NA,190,112,50,6,NA,133,169,57,NA
2001,Lawrence,OH,365,196,130,37,2,NA,174,101,48,NA,NA,166,123,75,1
2001,Licking,OH,237,149,64,21,3,NA,169,101,45,NA,NA,213,NA,NA,24
2001,Lorain,OH,365,241,96,24,4,NA,161,90,40,NA,NA,153,119,74,19
2001,Lucas,OH,365,110,212,34,9,NA,190,108,62,NA,NA,110,41,210,4
2001,Mahoning,OH,365,121,199,40,4,1,202,108,58,NA,NA,80,47,238,NA
2001,Medina,OH,214,129,57,21,7,NA,195,112,45,NA,NA,214,NA,NA,NA
2001,Meigs,OH,359,281,56,22,NA,NA,137,87,19,NA,NA,NA,359,NA,NA
2001,Miami,OH,214,121,81,11,1,NA,177,93,48,NA,NA,214,NA,NA,NA
2001,Montgomery,OH,365,112,219,31,3,NA,172,100,61,4,NA,96,3,260,2
2001,Morgan,OH,361,306,25,25,5,NA,200,85,10,NA,NA,NA,361,NA,NA
2001,Noble,OH,363,238,93,27,5,NA,174,97,41,NA,NA,343,NA,20,NA
2001,Ottawa,OH,20,20,NA,NA,NA,NA,40,30.5,23.5,NA,NA,NA,NA,NA,20
2001,Portage,OH,263,137,93,23,10,NA,195,108,49,NA,NA,183,NA,80,NA
2001,Preble,OH,255,157,83,15,NA,NA,136,84,46,NA,NA,176,NA,79,NA
2001,Sandusky,OH,20,20,NA,NA,NA,NA,36,32.5,21,NA,NA,NA,NA,NA,20
2001,Scioto,OH,362,244,103,13,2,NA,158,80,37,NA,NA,NA,213,106,43
2001,Seneca,OH,174,170,4,NA,NA,NA,56,35,18,NA,NA,NA,NA,NA,174
2001,Stark,OH,365,202,129,24,10,NA,187,99,47,8,NA,170,86,84,17
2001,Summit,OH,365,73,201,78,12,1,203,115,72,NA,NA,74,130,161,NA
2001,Trumbull,OH,359,124,190,32,13,NA,190,112,57,NA,NA,121,NA,237,1
2001,Tuscarawas,OH,356,315,31,10,NA,NA,119,55,19,NA,NA,NA,356,NA,NA
2001,Warren,OH,214,137,54,20,3,NA,169,101,45,NA,NA,214,NA,NA,NA
2001,Washington,OH,287,187,75,22,3,NA,174,100,44,NA,NA,208,NA,NA,79
2001,Wood,OH,214,149,40,18,7,NA,169,108,44,NA,NA,214,NA,NA,NA
2001,Wyandot,OH,168,164,4,NA,NA,NA,58,36,20,NA,NA,NA,NA,NA,168
2001,Franklin,ME,61,61,NA,NA,NA,NA,40,21,10,NA,NA,NA,NA,NA,61
2001,Hancock,ME,365,308,30,18,8,1,202,77,36,NA,NA,353,NA,12,NA
2001,Knox,ME,212,176,18,12,5,1,206,87,38,NA,NA,181,NA,NA,31
2001,Washington,ME,111,106,5,NA,NA,NA,91,38,16,NA,NA,NA,NA,111,NA
2001,Androscoggin,ME,364,357,7,NA,NA,NA,71,32,11,NA,NA,NA,325,NA,39
2001,Aroostook,ME,365,317,47,1,NA,NA,108,54,32,NA,NA,308,NA,14,43
2001,Cumberland,ME,365,310,43,5,7,NA,200,58,35,NA,98,145,88,19,15
2001,Kennebec,ME,208,175,19,11,3,NA,179,77,38,NA,NA,180,NA,NA,28
2001,MOBILE MONITORS,ME,137,95,26,13,3,NA,192,108,41,NA,NA,137,NA,NA,NA
2001,Oxford,ME,365,347,16,2,NA,NA,122,46,21,NA,NA,181,168,NA,16
2001,Penobscot,ME,365,313,37,10,5,NA,195,63,36,NA,NA,349,NA,13,3
2001,Piscataquis,ME,232,209,21,2,NA,NA,133,50,32.5,NA,NA,232,NA,NA,NA
2001,York,ME,326,285,24,9,7,1,202,67,32,NA,143,183,NA,NA,NA
2001,Erie,PA,365,165,165,31,4,NA,185,98,53,6,11,118,95,133,2
2001,Franklin,PA,204,84,65,41,14,NA,182,140,64,NA,NA,204,NA,NA,NA
2001,Adams,PA,365,157,152,42,14,NA,166,119,54,NA,NA,193,NA,172,NA
2001,Delaware,PA,365,216,122,17,10,NA,182,90,46,NA,102,138,47,74,4
2001,Greene,PA,215,94,77,33,11,NA,169,133,58,3,NA,182,30,NA,NA
2001,Lawrence,PA,365,227,109,27,2,NA,195,93,43,NA,56,110,152,NA,47
2001,Montgomery,PA,365,222,105,22,13,3,206,101,44,NA,118,156,19,69,3
2001,Warren,PA,365,167,82,95,21,NA,197,130,61,NA,NA,NA,365,NA,NA
2001,Washington,PA,365,90,198,63,14,NA,185,122,66,NA,5,98,153,109,NA
2001,Cumberland,PA,346,148,185,11,2,NA,156,85,54,NA,NA,NA,NA,346,NA
2001,York,PA,365,207,111,40,7,NA,169,108,47,NA,136,142,16,69,2
2001,Allegheny,PA,365,59,193,88,25,NA,197,137,79,NA,6,57,122,177,3
2001,Armstrong,PA,211,114,56,26,13,2,213,126,47,NA,NA,211,NA,NA,NA
2001,Beaver,PA,365,87,145,111,22,NA,200,135,81,NA,15,87,241,22,NA
2001,Berks,PA,365,203,116,38,7,1,201,112,48,NA,88,141,60,73,3
2001,Blair,PA,365,233,108,21,3,NA,177,90,45,NA,57,179,116,NA,13
2001,Bucks,PA,365,222,105,22,14,2,215,105,44,NA,120,158,24,63,NA
2001,Cambria,PA,365,195,132,33,5,NA,177,101,49,NA,52,138,100,60,15
2001,Centre,PA,365,185,143,31,6,NA,174,101,50,NA,NA,206,NA,159,NA
2001,Chester,PA,214,100,65,30,16,3,204,147,58,NA,NA,214,NA,NA,NA
2001,Clearfield,PA,211,136,55,13,7,NA,182,97,46,NA,NA,211,NA,NA,NA
2001,Dauphin,PA,365,135,172,44,14,NA,182,122,59,NA,23,129,1,212,NA
2001,Elk,PA,353,267,60,21,5,NA,197,90,38,NA,NA,353,NA,NA,NA
2001,Lackawanna,PA,365,185,149,24,7,NA,169,91,50,NA,38,129,5,192,1
2001,Lancaster,PA,365,211,110,29,15,NA,200,108,45,NA,71,173,38,72,11
2001,Lehigh,PA,365,167,155,34,8,1,204,109,52,1,45,132,21,166,NA
2001,Luzerne,PA,365,174,156,28,7,NA,172,97,52,NA,17,126,17,205,NA
2001,Lycoming,PA,346,275,57,12,2,NA,156,77,33,NA,NA,208,119,NA,19
2001,Mercer,PA,365,158,155,38,14,NA,200,122,54,NA,NA,173,37,155,NA
2001,Northampton,PA,365,147,170,35,13,NA,200,115,57,NA,15,121,63,152,14
2001,Perry,PA,364,250,80,25,9,NA,197,93,38,NA,67,183,46,68,NA
2001,Philadelphia,PA,365,98,214,37,13,3,289,108,65,NA,56,98,20,191,NA
2001,Schuylkill,PA,365,345,18,2,NA,NA,137,41,19,4,NA,NA,361,NA,NA
2001,Somerset,PA,356,295,51,10,NA,NA,126,67,36,NA,NA,356,NA,NA,NA
2001,Tioga,PA,212,126,55,29,2,NA,151,115,48,NA,NA,212,NA,NA,NA
2001,Westmoreland,PA,365,201,127,35,2,NA,174,101,47,NA,49,118,86,101,11
2002,Albany,NY,365,278,65,15,6,1,201,82,36,4,NA,269,35,57,NA
2002,Bronx,NY,365,153,182,22,8,NA,200,96,55,NA,96,55,30,184,NA
2002,Broome,NY,110,73,32,5,NA,NA,130,73.5,40,NA,NA,NA,NA,110,NA
2002,Chautauqua,NY,365,175,100,54,35,1,206,150,52,NA,NA,203,134,28,NA
2002,Chemung,NY,364,291,49,20,4,NA,177,80,35,NA,NA,328,36,NA,NA
2002,Columbia,NY,29,27,2,NA,NA,NA,58,48,12,NA,NA,NA,NA,NA,29
2002,Dutchess,NY,312,230,63,10,5,4,234,75,37,NA,NA,248,NA,64,NA
2002,Erie,NY,365,160,105,71,26,3,208,136,58,NA,64,125,130,46,NA
2002,Essex,NY,365,264,68,20,12,1,202,97,42,NA,NA,332,NA,33,NA
2002,Franklin,NY,357,355,2,NA,NA,NA,58,20,9,NA,NA,NA,NA,NA,357
2002,Hamilton,NY,362,312,35,12,3,NA,169,58,35,NA,NA,355,7,NA,NA
2002,Herkimer,NY,361,327,25,8,1,NA,159,49,35,NA,NA,352,8,NA,1
2002,Jefferson,NY,230,153,50,14,10,3,209,110,45,NA,NA,230,NA,NA,NA
2002,Kings,NY,365,295,67,2,1,NA,167,62,19,239,NA,NA,NA,126,NA
2002,Madison,NY,356,288,47,18,3,NA,172,74,36,NA,NA,334,22,NA,NA
2002,Monroe,NY,365,241,95,17,11,1,202,87,41,4,NA,199,101,61,NA
2002,Nassau,NY,362,284,76,1,1,NA,164,61,37,NA,263,NA,13,86,NA
2002,New York,NY,365,177,177,10,1,NA,165,81,51,1,227,NA,58,71,8
2002,Niagara,NY,365,263,77,9,16,NA,192,90,38,4,NA,254,47,60,NA
2002,Oneida,NY,290,205,69,10,6,NA,179,86.5,40,NA,NA,220,NA,70,NA
2002,Onondaga,NY,365,280,59,18,8,NA,182,80,35,11,NA,272,11,71,NA
2002,Orange,NY,250,182,56,8,3,1,213,82,42,NA,NA,174,NA,76,NA
2002,Putnam,NY,359,279,45,17,15,3,213,100,29,NA,NA,198,161,NA,NA
2002,Queens,NY,365,185,151,21,8,NA,182,93,50,NA,138,71,9,147,NA
2002,Rensselaer,NY,356,284,39,19,11,3,208,97,35.5,NA,NA,350,6,NA,NA
2002,Richmond,NY,265,150,72,25,16,2,206,136,44,NA,NA,177,NA,87,1
2002,Saratoga,NY,267,222,30,9,6,NA,192,77,35,NA,NA,267,NA,NA,NA
2002,Schenectady,NY,365,287,61,13,4,NA,200,71,33,15,NA,258,32,60,NA
2002,St. Lawrence,NY,88,68,17,2,1,NA,153,68,27.5,NA,NA,NA,NA,88,NA
2002,Steuben,NY,343,246,89,8,NA,NA,147,69,35,NA,NA,NA,NA,343,NA
2002,Suffolk,NY,365,258,62,28,12,5,224,105,42,NA,88,213,14,50,NA
2002,Tompkins,NY,361,278,60,17,6,NA,192,87,37,NA,NA,312,NA,49,NA
2002,Ulster,NY,365,294,52,18,1,NA,159,77,38,NA,NA,358,5,NA,2
2002,Wayne,NY,289,241,29,10,9,NA,192,71,34,NA,NA,289,NA,NA,NA
2002,Westchester,NY,350,261,54,19,14,2,216,99,36,NA,NA,278,NA,72,NA
2002,Oswego,NY,35,35,NA,NA,NA,NA,38,34,28,NA,NA,35,NA,NA,NA
2002,Franklin,OH,365,100,208,30,26,1,214,129,61,NA,NA,124,2,236,3
2002,Hamilton,OH,365,66,218,59,20,2,213,131,65,NA,14,81,76,194,NA
2002,Jefferson,OH,365,88,200,60,17,NA,185,123,66,3,NA,70,105,186,1
2002,Madison,OH,214,106,57,35,16,NA,192,143,51,NA,NA,214,NA,NA,NA
2002,Monroe,OH,57,53,4,NA,NA,NA,66,45,23,NA,NA,NA,NA,NA,57
2002,Adams,OH,364,310,45,9,NA,NA,116,60,23,NA,NA,NA,364,NA,NA
2002,Allen,OH,365,282,48,24,11,NA,200,100,33,NA,NA,207,138,NA,20
2002,Ashtabula,OH,365,268,55,17,22,3,203,112,37,NA,NA,202,163,NA,NA
2002,Athens,OH,112,66,45,1,NA,NA,104,71,45.5,NA,NA,NA,NA,110,2
2002,Belmont,OH,356,234,80,39,3,NA,180,103,35,NA,NA,NA,339,NA,17
2002,Butler,OH,365,97,211,36,19,2,208,122,60,NA,NA,127,43,195,NA
2002,Clark,OH,365,213,95,35,21,1,214,129,46,NA,NA,180,112,73,NA
2002,Clermont,OH,365,235,89,29,11,1,208,105,42,NA,NA,178,187,NA,NA
2002,Clinton,OH,207,103,56,32,15,1,207,143,51,NA,NA,207,NA,NA,NA
2002,Columbiana,OH,357,258,64,34,1,NA,200,99,26,NA,NA,NA,351,NA,6
2002,Crawford,OH,363,266,53,26,18,NA,182,105,36,NA,NA,363,NA,NA,NA
2002,Cuyahoga,OH,365,84,235,23,22,1,202,107,64,NA,17,61,48,234,5
2002,Delaware,OH,213,116,53,27,17,NA,200,136,48,NA,NA,213,NA,NA,NA
2002,Fayette,OH,356,261,58,27,10,NA,190,101,36,NA,NA,356,NA,NA,NA
2002,Gallia,OH,350,279,61,10,NA,NA,132,71.5,27,NA,NA,NA,313,37,NA
2002,Geauga,OH,213,107,59,21,17,9,218,161,50,NA,NA,213,NA,NA,NA
2002,Greene,OH,239,139,64,24,12,NA,190,122,46,NA,NA,214,NA,NA,25
2002,Hancock,OH,45,45,NA,NA,NA,NA,38,32,23,NA,NA,NA,NA,NA,45
2002,Knox,OH,209,121,48,26,14,NA,185,140,49,NA,NA,209,NA,NA,NA
2002,Lake,OH,365,159,118,63,22,3,210,126,57,11,NA,120,186,47,1
2002,Lawrence,OH,364,215,104,31,14,NA,200,105,45,NA,NA,152,124,87,1
2002,Licking,OH,237,139,58,28,11,1,204,133,45,NA,NA,212,NA,NA,25
2002,Lorain,OH,365,218,114,16,16,1,210,97,43,NA,NA,141,142,82,NA
2002,Lucas,OH,365,114,210,28,13,NA,195,103,60,NA,NA,98,62,205,NA
2002,Mahoning,OH,365,143,182,26,14,NA,195,105,55,NA,NA,96,34,235,NA
2002,Medina,OH,214,134,41,25,14,NA,179,129,44,NA,NA,214,NA,NA,NA
2002,Meigs,OH,352,290,53,9,NA,NA,115,62,17,NA,NA,NA,352,NA,NA
2002,Miami,OH,210,103,65,27,15,NA,192,141.5,51,NA,NA,210,NA,NA,NA
2002,Montgomery,OH,365,131,195,25,13,1,204,106,57,6,NA,101,5,253,NA
2002,Morgan,OH,349,272,39,35,3,NA,180,102,21,NA,NA,NA,349,NA,NA
2002,Noble,OH,254,182,58,10,4,NA,192,84,36,NA,NA,164,NA,90,NA
2002,Portage,OH,250,139,80,14,17,NA,187,120.5,47,NA,NA,167,NA,83,NA
2002,Preble,OH,249,136,86,15,12,NA,179,105,49,NA,NA,177,NA,72,NA
2002,Scioto,OH,365,277,84,4,NA,NA,139,69,27,NA,NA,NA,254,109,2
2002,Seneca,OH,174,172,2,NA,NA,NA,54,35,17,NA,NA,NA,NA,NA,174
2002,Stark,OH,365,202,114,31,18,NA,195,119,47,26,NA,160,81,88,10
2002,Summit,OH,365,79,197,67,20,2,207,126,67,NA,NA,67,136,159,3
2002,Trumbull,OH,358,165,151,20,21,1,201,115,53,NA,NA,137,NA,219,2
2002,Tuscarawas,OH,363,297,50,16,NA,NA,148,74,20,NA,NA,NA,363,NA,NA
2002,Warren,OH,214,119,51,30,13,1,206,129,48,NA,NA,214,NA,NA,NA
2002,Washington,OH,283,185,57,26,14,1,201,119,44,NA,NA,206,NA,NA,77
2002,Wood,OH,213,147,35,17,13,1,203,129,44,NA,NA,213,NA,NA,NA
2002,Wyandot,OH,162,154,8,NA,NA,NA,58,43,23,NA,NA,NA,NA,NA,162
2002,Franklin,ME,61,61,NA,NA,NA,NA,36,18,9,NA,NA,NA,NA,NA,61
2002,Hancock,ME,365,310,28,19,5,3,206,87,37,NA,NA,357,NA,8,NA
2002,Knox,ME,195,159,24,7,5,NA,179,84,37,NA,NA,165,NA,NA,30
2002,Washington,ME,120,115,5,NA,NA,NA,96,42,15,NA,NA,NA,NA,120,NA
2002,Androscoggin,ME,345,340,5,NA,NA,NA,79,27,10,NA,NA,NA,309,NA,36
2002,Aroostook,ME,365,323,39,2,1,NA,156,54,34,NA,NA,296,26,20,23
2002,Cumberland,ME,365,308,41,11,5,NA,195,61,37,NA,151,179,7,21,7
2002,Kennebec,ME,268,241,15,8,4,NA,172,51,31,NA,NA,249,NA,NA,19
2002,MOBILE MONITORS,ME,153,114,26,6,7,NA,185,93,42,NA,NA,153,NA,NA,NA
2002,Oxford,ME,364,349,14,1,NA,NA,150,43,20,NA,NA,177,176,NA,11
2002,Penobscot,ME,363,314,39,5,5,NA,179,58,34,NA,NA,336,NA,26,1
2002,York,ME,365,312,28,10,11,4,217,64,33,NA,182,183,NA,NA,NA
2002,Sagadahoc,ME,174,143,21,5,5,NA,190,87,34.5,NA,NA,174,NA,NA,NA
2002,Erie,PA,365,169,157,22,17,NA,195,101,52,1,15,102,105,142,NA
2002,Franklin,PA,203,85,59,33,24,2,203,154,67,NA,NA,203,NA,NA,NA
2002,Adams,PA,365,182,126,35,17,5,206,129,51,NA,1,213,NA,151,NA
2002,Delaware,PA,365,214,100,32,15,4,218,115,46,NA,112,140,42,65,6
2002,Greene,PA,215,101,74,34,5,1,203,119,54,2,NA,170,43,NA,NA
2002,Lawrence,PA,365,237,95,28,5,NA,179,97,41,NA,72,145,114,NA,34
2002,Montgomery,PA,365,241,79,30,15,NA,195,112,41,NA,105,171,10,78,1
2002,Warren,PA,365,203,67,84,11,NA,200,124,40,NA,NA,NA,365,NA,NA
2002,Washington,PA,365,102,196,45,21,1,204,126,63,NA,6,105,158,96,NA
2002,Cumberland,PA,347,165,167,14,1,NA,165,80,52,NA,NA,NA,NA,347,NA
2002,York,PA,365,201,115,34,13,2,201,108,47,NA,113,136,31,81,4
2002,Allegheny,PA,365,74,175,82,31,3,209,147,71,NA,9,73,140,142,1
2002,Armstrong,PA,212,130,48,19,14,1,210,133,45,NA,NA,212,NA,NA,NA
2002,Beaver,PA,365,80,158,88,36,3,202,152,79,NA,12,75,251,27,NA
2002,Berks,PA,365,213,104,31,17,NA,197,112,45,NA,101,133,62,67,2
2002,Blair,PA,365,252,77,28,7,1,203,100,43,NA,63,183,106,NA,13
2002,Bucks,PA,365,241,78,28,11,7,220,112,42,NA,99,153,48,61,4
2002,Cambria,PA,365,224,104,32,5,NA,179,101,44,1,44,132,95,79,14
2002,Centre,PA,365,194,125,31,13,2,202,115,48,NA,9,218,11,127,NA
2002,Chester,PA,261,111,89,35,21,5,227,150,58,NA,NA,185,NA,76,NA
2002,Clearfield,PA,194,115,42,24,13,NA,187,140,44,NA,NA,194,NA,NA,NA
2002,Dauphin,PA,365,165,156,27,15,2,216,112,54,NA,33,107,10,215,NA
2002,Elk,PA,356,288,47,18,3,NA,179,84,37,NA,NA,356,NA,NA,NA
2002,Lackawanna,PA,365,202,126,23,13,1,213,101,48,NA,35,146,NA,183,1
2002,Lancaster,PA,365,224,96,26,18,1,214,105,43,NA,75,164,41,79,6
2002,Lehigh,PA,365,179,143,26,15,2,203,112,51,NA,25,141,27,171,1
2002,Luzerne,PA,365,201,130,26,6,2,206,93,47,NA,31,151,12,170,1
2002,Lycoming,PA,361,280,50,25,5,1,205,97,35,NA,NA,209,139,NA,13
2002,Mercer,PA,365,169,155,20,20,1,201,105,52,NA,NA,144,30,191,NA
2002,Northampton,PA,365,169,150,29,16,1,201,115,53,NA,18,111,38,183,15
2002,Perry,PA,363,255,73,28,6,1,205,100,37,NA,71,174,42,76,NA
2002,Philadelphia,PA,365,122,182,38,17,6,213,126,57,NA,87,107,7,164,NA
2002,Schuylkill,PA,365,347,14,3,1,NA,156,41,19,14,NA,NA,351,NA,NA
2002,Somerset,PA,359,281,53,22,3,NA,166,87,36,NA,NA,359,NA,NA,NA
2002,Tioga,PA,213,127,51,27,8,NA,200,122,47,NA,NA,213,NA,NA,NA
2002,Westmoreland,PA,365,213,116,25,10,1,202,97,45,NA,60,139,53,104,9
2003,Albany,NY,365,299,58,6,2,NA,182,64,35,2,NA,263,36,64,NA
2003,Bronx,NY,365,150,198,15,2,NA,187,89,55,1,97,38,26,203,NA
2003,Broome,NY,28,19,9,NA,NA,NA,65,63,39.5,NA,NA,NA,NA,28,NA
2003,Chautauqua,NY,365,201,109,38,15,2,214,112,49,NA,NA,211,133,21,NA
2003,Chemung,NY,364,322,36,5,1,NA,164,54,33,NA,NA,319,45,NA,NA
2003,Columbia,NY,43,43,NA,NA,NA,NA,49,21,11,NA,NA,NA,NA,NA,43
2003,Dutchess,NY,343,287,49,7,NA,NA,143,64,35,NA,NA,327,NA,16,NA
2003,Erie,NY,365,174,127,47,16,1,201,120,52,NA,55,125,135,50,NA
2003,Essex,NY,365,275,72,11,7,NA,185,74,43,NA,NA,345,NA,20,NA
2003,Franklin,NY,356,355,1,NA,NA,NA,51,23,9,NA,NA,NA,NA,NA,356
2003,Hamilton,NY,357,319,32,4,2,NA,161,51,37,NA,NA,347,10,NA,NA
2003,Herkimer,NY,353,324,24,3,2,NA,161,49,35,NA,NA,342,11,NA,NA
2003,Jefferson,NY,221,171,33,8,7,2,202,87,41,NA,NA,221,NA,NA,NA
2003,Kings,NY,361,305,52,4,NA,NA,140,61,19,244,NA,NA,NA,113,4
2003,Madison,NY,362,306,49,5,2,NA,197,58,37,NA,NA,337,25,NA,NA
2003,Monroe,NY,365,258,88,15,4,NA,172,77,38,6,NA,180,115,64,NA
2003,Nassau,NY,356,295,57,4,NA,NA,134,60,36,NA,222,NA,49,84,1
2003,New York,NY,365,189,159,13,4,NA,167,81,50,45,126,NA,36,105,53
2003,Niagara,NY,365,283,68,8,4,2,205,69,35,10,NA,175,104,75,1
2003,Oneida,NY,236,199,29,6,2,NA,185,71,38,NA,NA,205,NA,31,NA
2003,Onondaga,NY,365,323,36,4,2,NA,182,54,32,23,NA,277,27,38,NA
2003,Orange,NY,252,175,63,10,4,NA,164,84,43,NA,NA,175,NA,77,NA
2003,Putnam,NY,363,310,41,10,2,NA,182,58,31,NA,NA,210,153,NA,NA
2003,Queens,NY,364,172,175,12,5,NA,197,84,52,NA,136,51,7,170,NA
2003,Rensselaer,NY,349,289,51,7,2,NA,172,64,38,NA,NA,345,4,NA,NA
2003,Richmond,NY,254,176,59,15,2,2,209,87,42,NA,NA,172,NA,80,2
2003,Saratoga,NY,234,168,52,10,4,NA,187,77,40.5,NA,NA,234,NA,NA,NA
2003,Schenectady,NY,365,321,38,4,2,NA,182,54,31,11,NA,303,31,20,NA
2003,St. Lawrence,NY,96,79,16,1,NA,NA,131,57,24,NA,NA,NA,NA,96,NA
2003,Steuben,NY,330,240,88,2,NA,NA,128,62,33,NA,NA,NA,NA,330,NA
2003,Suffolk,NY,365,262,77,20,3,3,213,87,40,NA,31,263,28,43,NA
2003,Tompkins,NY,322,262,53,4,3,NA,177,67,36,NA,NA,269,NA,53,NA
2003,Ulster,NY,364,305,45,11,3,NA,172,67,38.5,NA,NA,358,4,NA,2
2003,Wayne,NY,206,175,23,6,2,NA,190,61,37,NA,NA,206,NA,NA,NA
2003,Westchester,NY,360,291,53,12,4,NA,179,67,33.5,NA,NA,296,NA,64,NA
2003,Oswego,NY,209,155,43,6,3,2,204,84,44,NA,NA,209,NA,NA,NA
2003,Franklin,OH,365,107,224,27,5,2,225,97,59,NA,NA,93,4,265,3
